0	1	2	3	4	5	6
ISO	5838-3 First edition 1993-09-15	11-75	Implants for surgery -- Skeletal pins and wires -- Part 3: Kirschner skeletal wires	2014-01-30	Orthopedic	
ISO	14630 Fourth edition 2012-12-01	11-254	Non-active surgical implants -- General requirements	2013-08-06	Orthopedic	
ASTM	F3018-17	11-340	Standard Guide for Assessment of Hard-on-Hard Articulation Total Hip Replacement and Hip Resurfacing Arthroplasty Devices	2018-09-17	Orthopedic	
ASTM	F3129-16	11-317	Standard Guide for Characterization of Material Loss from Conical Taper Junctions in Total Joint Prostheses	2016-12-23	Orthopedic	
ASTM	F1814-15	11-306	Standard Guide for Evaluating Modular Hip and Knee Joint Components	2016-06-27	Orthopedic	
ASTM	F1798-13	11-276	Standard Guide for Evaluating the Static and Fatigue Properties of Interconnection Mechanisms and Subassemblies Used in Spinal Arthrodesis Implants	2014-07-09	Orthopedic	
ASTM	F2423-11 (Reapproved 2016)	11-269	Standard Guide for Functional Kinematic and Wear Assessment of Total Disc Prostheses	2017-08-21	Orthopedic	
ASTM	F1714-96 (Reapproved 2018)	11-272	Standard Guide for Gravimetric Wear Assessment of Prosthetic Hip Designs in Simulator Devices	2019-01-14	Orthopedic	
ASTM	F3047M-15	11-303	Standard Guide for High Demand Hip Simulator Wear Testing of Hard-on-hard Articulations	2016-04-04	Orthopedic	
ASTM	F3295 - 18	11-354	Standard Guide for Impingement Testing of Total Disc Prostheses	2019-07-15	Orthopedic	
ASTM	F2789-10 (Reapproved 2015)	11-247	Standard Guide for Mechanical and Functional Characterization of Nucleus Devices	2016-04-04	Orthopedic	
ASTM	F2943-14 (Reapproved 2019)	11-283	Standard Guide for Presentation of End User Labeling Information for Orthopedic Implants Used in Joint Arthroplasty	2015-01-27	Orthopedic	
ASTM	F3141-17a	11-335	Standard Guide for Total Knee Replacement Loading Profiles	2018-09-17	Orthopedic	
ASTM	F565-04 (Reapproved 2018)	11-199	Standard Practice for Care and Handling of Orthopedic Implants and Instruments	2018-09-17	Orthopedic	
ASTM	F1800-19 e1	11-365	Standard Practice for Cyclic Fatigue Testing of Metal Tibial Tray Components of Total Knee Joint Replacements	2020-07-06	Orthopedic	
ASTM	F2385-15 (Reapproved 2019)	11-307	Standard Practice for Determining Femoral Head Penetration into Acetabular Components of Total Hip Replacement Using Clinical Radiographs	2016-06-27	Orthopedic	
ASTM	F2580-18	11-344	Standard Practice for Evaluation of Modular Connection of Proximally Fixed Femoral Hip Prosthesis	2019-01-14	Orthopedic	
ASTM	F3334-19	11-368	Standard Practice for Finite Element Analysis (FEA) of Metallic Orthopaedic Total Knee Tibial Components	2020-07-06	Orthopedic	
ASTM	F2996-20	11-372	Standard Practice for Finite Element Analysis (FEA) of Non-Modular Metallic Orthopaedic Hip Femoral Stems	2020-12-21	Orthopedic	
ASTM	F2996-13	11-279	Standard Practice for Finite Element Analysis (FEA) of Non-Modular Metallic Orthopaedic Hip Femoral Stems	2014-07-09	Orthopedic	
ASTM	F1875-98 (Reapproved 2014)	11-183	Standard Practice for Fretting Corrosion Testing of Modular Implant Interfaces: Hip Femoral Head-bore and Cone Taper Interface	2015-08-14	Orthopedic	
ASTM	F3292-19	11-369	Standard Practice for Inspection of Spinal Implants Undergoing Testing	2020-07-06	Orthopedic	
ASTM	F2554-18	11-350	Standard Practice for Measurement of Positional Accuracy of Computer Assisted Surgical Systems	2019-07-15	Orthopedic	
ASTM	F983-86 (Reapproved 2018)	11-197	Standard Practice for Permanent Marking of Orthopaedic Implant Components	2018-09-17	Orthopedic	
ASTM	F382-17	11-333	Standard Specification and Test Method for Metallic Bone Plates	2018-09-17	Orthopedic	
ASTM	F1541-17	11-322	Standard Specification and Test Methods for External Skeletal Fixation Devices	2018-09-17	Orthopedic	
ASTM	F1264-16	11-316	Standard Specification and Test Methods for Intramedullary Fixation Devices	2016-12-23	Orthopedic	
ASTM	F564-17	11-325	Standard Specification and Test Methods for Metallic Bone Staples	2018-09-17	Orthopedic	
ASTM	F543-17	11-327	Standard Specification and Test Methods for Metallic Medical Bone Screws	2018-09-17	Orthopedic	
ASTM	F2502-11	11-270	Standard Specification and Test Methods for Methods for Absorbable Plates and Screws for Internal Fixation Implants	2014-01-30	Orthopedic	
ASTM	F2091-15	11-301	Standard Specification for Acetabular Prostheses	2016-04-04	Orthopedic	
ASTM	F1357 -14 (Reapproved 2019)	11-294	Standard Specification for Articulating Total Wrist Implants	2015-08-14	Orthopedic	
ASTM	F1781-15	11-305	Standard Specification for Elastomeric Flexible Hinge Finger Total Joint Implants	2016-06-27	Orthopedic	
ASTM	F2068-15	11-299	Standard Specification for Femoral Prostheses - Metallic Implants	2016-04-04	Orthopedic	
ASTM	F366-17	11-324	Standard Specification for Fixation Pins and Wires	2018-09-17	Orthopedic	
ASTM	F1611-00 (Reapproved 2018)	11-310	Standard Specification for Intramedullary Reamers	2018-09-17	Orthopedic	
ASTM	F116-12 (Reapproved 2016)	11-309	Standard Specification for Medical Screwdriver Bits	2017-08-21	Orthopedic	
ASTM	F2180-17	11-329	Standard Specification for Metallic Implantable Strands and Cables	2018-09-17	Orthopedic	
ASTM	F1672-14 (Reapproved 2019)	11-281	Standard Specification for Resurfacing Patellar Prosthesis	2015-01-27	Orthopedic	
ASTM	F1839-08 (Reapproved 2016)	11-242	Standard Specification for Rigid Polyurethane Foam for Use as a Standard Material for Testing Orthopaedic Devices and Instruments	2017-08-21	Orthopedic	
ASTM	F1378-18e1	11-360	Standard Specification for Shoulder Prostheses	2019-12-23	Orthopedic	
ASTM	F2665-09 (Reapproved 2014)	11-266	Standard Specification for Total Ankle Replacement Prosthesis	2015-08-14	Orthopedic	
ASTM	F2887-17	11-321	Standard Specification for Total Elbow Prostheses	2017-08-21	Orthopedic	
ASTM	F2033-12	11-238	Standard Specification for Total Hip Joint Prosthesis and Hip Endoprosthesis Bearing Surfaces Made of Metallic Ceramic and Polymeric Mateirals	2014-01-30	Orthopedic	
ASTM	F2083-12	11-258	Standard Specification for Total Knee Prosthesis	2014-01-30	Orthopedic	
ASTM	F2193-20	11-375	Standard Specifications and Test Methods for Components Used in the Surgical Fixation of the Spinal Skeletal System	2020-12-21	Orthopedic	
ASTM	F2193-18	11-332	Standard Specifications and Test Methods for Components Used in the Surgical Fixation of the Spinal Skeletal System	2018-09-17	Orthopedic	
ASTM	F384-17	11-326	Standard Specifications and Test Methods for Metallic Angled Orthopedic Fracture Fixation Devices	2018-09-17	Orthopedic	
ASTM	F1582-98 (Reapproved 2016)	11-175	Standard Terminology Relating to Spinal Implants	2017-08-21	Orthopedic	
ASTM	F1800-12	11-253	Standard Test Method for Cyclic Fatigue Testing of Metal Tibial Tray Components of Total Knee Joint Replacements	2013-08-06	Orthopedic	
ASTM	F3140-17	11-341	Standard Test Method for Cyclic Fatigue Testing of Metal Tibial Tray Components of Unicondylar Knee Joint Replacements	2018-09-17	Orthopedic	
ASTM	F1223-20	11-373	Standard Test Method for Determination of Total Knee Replacement Constraint	2020-12-21	Orthopedic	
ASTM	F1223-14	11-282	Standard Test Method for Determination of Total Knee Replacement Constraint	2015-01-27	Orthopedic	
ASTM	F2009-20	11-371	Standard Test Method for Determining the Axial Disassembly Force of Taper Connections of Modular Prostheses	2020-12-21	Orthopedic	
ASTM	F2009-00 (Reapproved 2011)	11-267	Standard Test Method for Determining the Axial Disassembly Force of Taper Connections of Modular Prostheses	2014-01-30	Orthopedic	
ASTM	F1820-13	11-264	Standard Test Method for Determining the Forces for Disassembly of Modular Acetublar Devices	2014-01-30	Orthopedic	
ASTM	F2381-19	11-366	Standard Test Method for Evaluating Trans-Vinylene Yield in Irradiated Ultra-High Molecular Weight Polyethylene Fabricated Forms Intended for Surgical Implants by Infrared Spectroscopy	2020-07-06	Orthopedic	
ASTM	F2381-10	11-275	Standard Test Method for Evaluating Trans-Vinylene Yield in Irradiated Ultra-High Molecular Weight Polyethylene Fabricated Forms Intended for Surgical Implants by Infrared Spectroscopy	2014-01-30	Orthopedic	
ASTM	F3161-16	11-308	Standard Test Method for Finite Element Analysis (FEA) of Metallic Orthopaedic Total Knee Femoral Components under Closing Conditions.	2016-06-27	Orthopedic	
ASTM	F2582-14	11-293	Standard Test Method for Impingement of Acetabular Prostheses	2015-08-14	Orthopedic	
ASTM	F3107-14	11-304	Standard Test Method for Measuring Accuracy after Mechanical Disturbances on Reference Frames of Computer Assisted Surgery Systems	2016-04-04	Orthopedic	
ASTM	F897-19	11-363	Standard Test Method for Measuring Fretting Corrosion of Osteosynthesis Plates and Screws	2020-07-06	Orthopedic	
ASTM	F897-02 (Reapproved 2013)	11-215	Standard Test Method for Measuring Fretting Corrosion of Osteosynthesis Plates and Screws	2013-08-06	Orthopedic	
ASTM	F2267-04 (Reapproved 2018)	11-185	Standard Test Method for Measuring Load Induced Subsidence of Intervertebral Body Fusion Device Under Static Axial Compression	2018-09-17	Orthopedic	
ASTM	F2624-12 (Reapproved 2016)	11-280	Standard Test Method for Static Dynamic and Wear Assessment of Extra-Discal Single Level Spinal Constructs	2017-08-21	Orthopedic	
ASTM	F1829-17	11-334	Standard Test Method for Static Evaluation of Anatomic Glenoid Locking Mechanism in Shear	2018-09-17	Orthopedic	
ASTM	F732-17	11-342	Standard Test Method for Wear Testing of Polymeric Materials Used in Total Joint Prostheses	2019-01-14	Orthopedic	
ASTM	F2345-03 (Reapproved 2013)	11-239	Standard Test Methods for Determination of Static and Cyclic Fatigue Strength of Ceramic Modular Femoral Heads	2014-01-30	Orthopedic	
ASTM	F2028-17	11-330	Standard Test Methods for Dynamic Evaluation of Glenoid Loosening or Disassociation	2020-12-21	Orthopedic	
ASTM	F2706-18	11-346	Standard Test Methods for Occipital-Cervical and Occipital-Cervical-Thoracic Spinal Implant Constructs in a Vertebrectomy Model	2019-01-14	Orthopedic	
ASTM	F1717-18	11-345	Standard Test Methods for Spinal Implant Constructs in a Vertebrectomy Model	2019-01-14	Orthopedic	
ASTM	F2346-18	11-343	Standard Test Methods for Static and Dynamic Characterization of Spinal Artificial Discs	2019-01-14	Orthopedic	
ISO	13402 First edition 1995-08-01	11-83	Surgical and dental hand instruments -- Determination of resistance against autoclaving corrosion and thermal exposure	2014-01-30	Orthopedic	
ASTM	F2077-18	11-347	Test Methods for Intervertebral Body Fusion Devices	2019-01-14	Orthopedic	
ISO	17853 Third edition 2011-03-01	11-336	Wear of implant materials - Polymer and metal wear particles - Isolation and characterization	2018-09-17	Orthopedic
ANSI RESNA	WC-4:2017 Section 10	16-226	American National Standard for Wheelchairs - Volume 4: Wheelchairs and Transporation Section 10 Wheelchair and occupant retention systems for use in large accessible transit vehicles: systems for rearward-facing passengers.	2019-12-23	Physical Medicine	
ANSI RESNA	WC-2:2019 Section 9	16-215	American National Standard for Wheelchairs - Volume 2: Additional Requirements for Wheelchairs (including Scooters) with Electrical Systems Section 9: Climatic tests for Eeectrically powered wheelchairs	2019-12-23	Physical Medicine	
ANSI RESNA	WC-1:2019 Section 3	16-209	American National Standard for Wheelchairs - Volume 1: Additional Requirements for Wheelchairs (including Scooters) Section 3: Determination of effectiveness of brakes	2019-12-23	Physical Medicine	
ANSI RESNA	WC-1:2019 Section 26	16-225	American National Standard for Wheelchairs - Volume 1: Requirements and Test Methods for Wheelchairs (including Scooters) Section 26: Vocabulary	2019-12-23	Physical Medicine	
ANSI RESNA	WC-1:2019 Section 1	16-207	American National Standard for Wheelchairs - Volume 1: Requirements and Test Methods for Wheelchairs (including Scooters) Section 1: Determination of static stability	2019-12-23	Physical Medicine	
ANSI RESNA	WC-1:2019 Section 11	16-217	American National Standard for Wheelchairs - Volume 1: Requirements and Test Methods for Wheelchairs (including Scooters) Section 11: Test mannequins	2019-12-23	Physical Medicine	
ANSI RESNA	WC-1:2019 Section 13	16-218	American National Standard for Wheelchairs - Volume 1: Requirements and Test Methods for Wheelchairs (including Scooters) Section 13: Determination of Coefficient of Friction of Test Surfaces	2019-12-23	Physical Medicine	
ANSI RESNA	WC-1:2019 Section 15	16-220	American National Standard for Wheelchairs - Volume 1: Requirements and Test Methods for Wheelchairs (including Scooters) Section 15: Requirements for Information Disclosure Documentation and Labeling	2019-12-23	Physical Medicine	
ANSI RESNA	WC-1:2019 Section 16	16-221	American National Standard for Wheelchairs - Volume 1: Requirements and Test Methods for Wheelchairs (including Scooters) Section 16: Resistance to Ignition of Upholstered Parts - Requirements and Test Methods	2019-12-23	Physical Medicine	
ANSI RESNA	WC-1:2019 Section 20	16-222	American National Standard for Wheelchairs - Volume 1: Requirements and Test Methods for Wheelchairs (including Scooters) Section 20: Determination of the Performance of Stand-up Type Wheelchairs	2019-12-23	Physical Medicine	
ANSI RESNA	WC-1:2019 Section 5	16-211	American National Standard for Wheelchairs - Volume 1: Requirements and Test Methods for Wheelchairs (including Scooters) Section 5: Determination of dimensions mass and maneuvering space	2019-12-23	Physical Medicine	
ANSI RESNA	WC-1:2019 Section 7	16-213	American National Standard for Wheelchairs - Volume 1: Requirements and Test Methods for Wheelchairs (including Scooters) Section 7: Method of measurement of seating and wheel dimensions	2019-12-23	Physical Medicine	
ANSI RESNA	WC-1:2019 Section 8	16-214	American National Standard for Wheelchairs - Volume 1: Requirements and Test Methods for Wheelchairs (including Scooters) Section 8: Requirements and test methods for static Iipact and fatigue strengths	2019-12-23	Physical Medicine	
ANSI RESNA	WC-1:2019 Section 22	16-223	American National Standard for Wheelchairs - Volume 1: Requirements and Test Methods for Wheels chairs (including Scooters) Section 22: Set-up Procedures	2019-12-23	Physical Medicine	
ANSI RESNA	WC-2:2019 Section 21	16-224	American National Standard for Wheelchairs - Volume 2 Additional Requirements for Wheelchairs (including Scooters) with Electrical Systems Section 21: Requirements and test methods for electromagnetic compatibility of electrically powered wheelchairs and motorized scooters	2019-12-23	Physical Medicine	
ANSI RESNA	WC-2:2019 Section 10	16-216	American National Standard for Wheelchairs - Volume 2: Additional Requirements for Wheelchairs (including Scooters) with Electrical Systems Section 10: Determination of obstacle-climbing ability of electrically powered wheelchairs	2019-12-23	Physical Medicine	
ANSI RESNA	WC-2:2019 Section 14	16-219	American National Standard for Wheelchairs - Volume 2: Additional Requirements for Wheelchairs (including Scooters) with Electrical Systems Section 14: Power and Control Systems for Electrically Powered Wheelchairs Requirements and Test Methods	2019-12-23	Physical Medicine	
ANSI RESNA	WC-2:2019 Section 2	16-208	American National Standard for Wheelchairs - Volume 2: Additional Requirements for Wheelchairs (including Scooters) with Electrical Systems Section 2: Determination of dynamic stability of electrically powered wheelchairs	2019-12-23	Physical Medicine	
